room_type,bedrooms,number_of_reviews,review_scores_value,price,amenities
Private room,1,1,5,$37.00,"[""Iron"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Shared room,1,1,5,$37.00,"[""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Heating"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$37.00,"[""Oven"", ""Dedicated workspace"", ""Refrigerator"", ""Freezer"", ""Microwave"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Laundromat nearby"", ""Bed linens"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Host greets you"", ""Carbon monoxide alarm"", ""Dishes and silverware""]"
Private room,1,3,3.67,$37.00,"[""Dedicated workspace"", ""Bathtub"", ""Dishes and silverware"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Window AC unit""]"
Private room,1,1,5,$37.00,"[""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,2,$37.00,"[""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Lock on bedroom door"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,2,4.5,$37.00,"[""First aid kit"", ""Microwave"", ""Laundromat nearby"", ""Body Wash  body soap"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Game console: PS4"", ""Essentials"", ""Hot water kettle"", ""Stainless steel oven"", ""Freezer"", ""Hot water"", ""Window guards"", ""Smoke alarm"", ""Board games"", ""Fire extinguisher"", ""Wine glasses"", ""Free street parking"", ""32\"" HDTV with premium cable, DVD player, Amazon Prime Video, Roku, standard cable"", ""Extra pillows and blankets"", ""Cleaning products"", ""Dishes and silverware"", ""Baking sheet"", ""Bathtub"", ""Cable TV"", ""Refrigerator"", ""Cooking basics"", ""Hangers"", ""Portable fans"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Central heating"", ""Gas stove"", ""Wifi"", ""Lake access"", ""Clothing storage: closet""]"
Private room,1,0,,$37.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Private entrance"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,4,$37.00,"[""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Host greets you""]"
Private room,1,34,3.97,$37.00,"[""Dedicated workspace"", ""BBQ grill"", ""Heating"", ""Smoke alarm"", ""TV"", ""Free parking on premises"", ""Air conditioning"", ""Outdoor dining area"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,2,5,$37.00,"[""First aid kit"", ""Microwave"", ""Laundromat nearby"", ""Coffee maker"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Lock on bedroom door"", ""Hot water"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Security cameras on property"", ""Host greets you"", ""Cleaning products"", ""Hair dryer"", ""Bathtub"", ""Bed linens"", ""32\"" HDTV with "", ""Hangers"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Iron"", ""Portable fans"", ""Wifi""]"
Private room,1,1,4,$37.00,"[""Elevator"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Lockbox"", ""Kitchen"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Oven"", ""Dedicated workspace"", ""Refrigerator"", ""Microwave"", ""Hot water"", ""Heating"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Host greets you"", ""Dishes and silverware""]"
Private room,1,0,,$37.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,4,$37.00,"[""Lock on bedroom door"", ""Fire extinguisher"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,1,5,$37.00,"[""Essentials"", ""Iron"", ""Dedicated workspace"", ""Pool"", ""Lock on bedroom door"", ""Heating"", ""Fire extinguisher"", ""Kitchen"", ""Indoor fireplace"", ""Cooking basics"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,,6,4.83,$37.00,"[""Room-darkening shades"", ""Hair dryer"", ""First aid kit"", ""Iron"", ""Dedicated workspace"", ""Refrigerator"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""TV"", ""Bed linens"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Private entrance"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Host greets you"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Security cameras on property"", ""Kitchen"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Security cameras on property"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,2,$37.00,"[""Dining table"", ""Refrigerator"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Central heating""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Security cameras on property"", ""Kitchen"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Security cameras on property"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Security cameras on property"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,2,4.5,$37.00,"[""Long term stays allowed"", ""Hot water""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Security cameras on property"", ""Kitchen"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Security cameras on property"", ""Kitchen"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,2,4.5,$37.00,"[""Lock on bedroom door"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Security cameras on property"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$37.00,"[""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""Hot water"", ""Heating"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$37.00,"[""Oven"", ""Refrigerator"", ""Freezer"", ""Microwave"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$37.00,"[""First aid kit"", ""Body soap"", ""Microwave"", ""Stove"", ""Coffee maker"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Toaster"", ""Backyard"", ""Freezer"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning"", ""Extra pillows and blankets"", ""Host greets you"", ""Dishes and silverware"", ""Ceiling fan"", ""Refrigerator"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Kitchen"", ""Wifi"", ""Outdoor furniture""]"
Private room,1,0,,$37.00,"[""Dedicated workspace"", ""Refrigerator"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,80,4.8,$38.00,"[""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Essentials"", ""Oven"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Bathtub"", ""Cable TV"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,19,4.16,$38.00,"[""Microwave"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Essentials"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Extra pillows and blankets"", ""Host greets you"", ""Dishes and silverware"", ""Dishwasher"", ""Cable TV"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Ethernet connection"", ""Kitchen"", ""Wifi""]"
Shared room,1,22,4.77,$38.00,"[""First aid kit"", ""Microwave"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning"", ""Host greets you"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Shampoo"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,1,5,$38.00,"[""Hair dryer"", ""Wifi"", ""Pocket wifi"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""TV"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$38.00,["Long term stays allowed"]
Private room,1,1,5,$38.00,"[""Heating"", ""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,2,4.5,$38.00,"[""Essentials"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$38.00,"[""Essentials"", ""Elevator"", ""Lock on bedroom door"", ""Heating"", ""TV"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$38.00,"[""Microwave"", ""Laundromat nearby"", ""Stove"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Toaster"", ""Freezer"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Private entrance"", ""Free parking on premises"", ""Air conditioning"", ""Cleaning products"", ""Dishes and silverware"", ""Dining table"", ""Bathtub"", ""Cable TV"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Portable fans"", ""Clothing storage: closet and dresser"", ""HDTV with standard cable"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,30,4.87,$38.00,"[""Hair dryer"", ""Essentials"", ""Oven"", ""Backyard"", ""Refrigerator"", ""Microwave"", ""Lock on bedroom door"", ""Hot water"", ""Shampoo"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Stove"", ""Cooking basics"", ""Coffee maker"", ""Free street parking"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dishes and silverware""]"
Private room,1,0,,$38.00,"[""Lock on bedroom door"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,1,4,$38.00,"[""Hair dryer"", ""Essentials"", ""Iron"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,3,5,$38.00,"[""Hair dryer"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$38.00,"[""Essentials"", ""Shampoo"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,51,4.88,$38.00,"[""Kitchen"", ""Hangers"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning""]"
Private room,1,3,4.5,$38.00,"[""Essentials"", ""Backyard"", ""Iron"", ""Breakfast"", ""Refrigerator"", ""Microwave"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Coffee maker"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dishes and silverware""]"
Private room,1,130,4.89,$38.00,"[""Microwave"", ""Stove"", ""Essentials"", ""Oven"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Free street parking"", ""Air conditioning"", ""Extra pillows and blankets"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hair dryer"", ""Bathtub"", ""Refrigerator"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Lockbox"", ""Shampoo"", ""Ethernet connection"", ""Kitchen"", ""Wifi""]"
Private room,1,4,4.75,$38.00,"[""Essentials"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Dryer"", ""Washer"", ""Free parking on premises"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Air conditioning""]"
Private room,1,146,4.55,$38.00,"[""First aid kit"", ""Microwave"", ""Stove"", ""Coffee maker"", ""Smart lock"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free parking on premises"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,0,,$38.00,"[""Hair dryer"", ""Essentials"", ""Breakfast"", ""Elevator"", ""Hot water"", ""Heating"", ""Shampoo"", ""Free street parking"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,7,3.83,$38.00,"[""Hair dryer"", ""First aid kit"", ""Essentials"", ""Lock on bedroom door"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Free parking on premises"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,9,4.63,$38.00,"[""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$38.00,"[""Essentials"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,51,4.61,$38.00,"[""Microwave"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Private entrance"", ""Security cameras on property"", ""Extra pillows and blankets"", ""Host greets you"", ""Cleaning products"", ""Dishes and silverware"", ""Bathtub"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Kitchen"", ""Wifi""]"
Private room,1,83,4.87,$38.00,"[""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Oven"", ""Dedicated workspace"", ""Private fenced garden or backyard"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Security cameras on property"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""Cooking basics"", ""Hangers"", ""Paid washer \u2013 In unit"", ""Lockbox"", ""Shampoo"", ""Kitchen"", ""Dryer"", ""Wifi""]"
Private room,1,8,4.75,$38.00,"[""Essentials"", ""Hot water"", ""Heating"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Wifi"", ""Long term stays allowed"", ""Dishes and silverware""]"
Private room,1,1,,$38.00,"[""Piano"", ""Rice maker"", ""Microwave"", ""Laundromat nearby"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Freezer"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Portable fans"", ""Kitchen"", ""Shower gel"", ""Wifi""]"
Private room,1,1,4,$38.00,"[""Essentials"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Hangers"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Kitchen"", ""Indoor fireplace"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,1,5,$39.00,"[""Oven"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Free street parking"", ""TV"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Dishes and silverware""]"
Private room,1,28,4.79,$39.00,"[""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Bathtub"", ""Refrigerator"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Lockbox"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Wifi"", ""Patio or balcony"", ""Outdoor furniture""]"
Private room,1,2,4.5,$39.00,"[""Essentials"", ""Heating"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,1,5,$39.00,"[""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Heating"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$39.00,"[""Oven"", ""Refrigerator"", ""Freezer"", ""Microwave"", ""Heating"", ""Free street parking"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Dishes and silverware""]"
Private room,1,0,,$39.00,"[""Oven"", ""Refrigerator"", ""Microwave"", ""Hot water"", ""Heating"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Host greets you"", ""Dishes and silverware""]"
Private room,1,2,5,$39.00,"[""Oven"", ""Refrigerator"", ""Freezer"", ""Microwave"", ""Hot water"", ""Heating"", ""Free street parking"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Dishes and silverware""]"
Private room,1,0,,$39.00,"[""Heating"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$39.00,"[""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Oven"", ""Refrigerator"", ""Freezer"", ""Microwave"", ""Hot water"", ""Heating"", ""Long term stays allowed"", ""Laundromat nearby"", ""Bed linens"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Host greets you"", ""Dishes and silverware""]"
Private room,1,1,5,$39.00,"[""Backyard"", ""Gym"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Patio or balcony"", ""Air conditioning""]"
Private room,1,0,,$39.00,"[""Gym"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""TV"", ""Kitchen"", ""Hangers"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning""]"
Private room,1,5,4.4,$39.00,"[""Oven"", ""Refrigerator"", ""Freezer"", ""Microwave"", ""Hot water"", ""Heating"", ""Long term stays allowed"", ""Laundromat nearby"", ""Bed linens"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Host greets you"", ""Dishes and silverware""]"
Entire home/apt,1,0,,$39.00,"[""Long term stays allowed"", ""Kitchen"", ""Private entrance"", ""Heating""]"
Private room,1,0,,$39.00,"[""Oven"", ""Dedicated workspace"", ""Refrigerator"", ""Freezer"", ""Microwave"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Laundromat nearby"", ""Bed linens"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Host greets you"", ""Dishes and silverware""]"
Shared room,1,34,4.91,$39.00,"[""First aid kit"", ""Body soap"", ""Microwave"", ""Laundromat nearby"", ""Stove"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Essentials"", ""Game console"", ""Hot water kettle"", ""Oven"", ""Toaster"", ""Freezer"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Board games"", ""Wine glasses"", ""Free street parking"", ""Free parking on premises"", ""Air conditioning"", ""Extra pillows and blankets"", ""Cleaning products"", ""Dishes and silverware"", ""Baking sheet"", ""Dining table"", ""Bathtub"", ""Refrigerator"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Kitchen"", ""Wifi"", ""Conditioner""]"
Private room,1,0,,$39.00,"[""Hair dryer"", ""First aid kit"", ""Essentials"", ""Iron"", ""Dedicated workspace"", ""Breakfast"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,3,3.67,$39.00,"[""Oven"", ""Dedicated workspace"", ""Refrigerator"", ""Freezer"", ""Microwave"", ""Hot water"", ""Heating"", ""Long term stays allowed"", ""Laundromat nearby"", ""Bed linens"", ""Kitchen"", ""Stove"", ""Hangers"", ""Wifi"", ""Host greets you"", ""Dishes and silverware""]"
Private room,1,2,3,$39.00,"[""Oven"", ""Dedicated workspace"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Free street parking"", ""Kitchen"", ""Stove"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Dishes and silverware""]"
