room_type,bedrooms,number_of_reviews,review_scores_value,price,amenities
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Iron"", ""Dedicated workspace"", ""Refrigerator"", ""Microwave"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Host greets you"", ""Carbon monoxide alarm""]"
Private room,1,4,5,$39.00,"[""Essentials"", ""Elevator"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Coffee maker"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,4,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,4,3.75,$39.00,"[""Hair dryer"", ""First aid kit"", ""Essentials"", ""Iron"", ""Dishes and silverware"", ""Refrigerator"", ""Lock on bedroom door"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Kitchen"", ""Hangers"", ""Dryer"", ""Coffee maker"", ""Wifi"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Window AC unit""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Private entrance"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""TV"", ""Security cameras on property"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,2,4.5,$39.00,"[""Dedicated workspace"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Indoor fireplace"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Host greets you""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,5,$39.00,"[""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,5,$39.00,"[""First aid kit"", ""Body soap"", ""Microwave"", ""Hair conditioner for first two nights. conditioner"", ""Laundromat nearby"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Essentials"", ""Hot water kettle"", ""Dedicated workspace"", ""Oven"", ""Freezer"", ""Lock on bedroom door"", ""Hot water"", ""Wine glasses"", ""Hair shampoo for first two nights. shampoo"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Host greets you"", ""Cleaning products"", ""Dishes and silverware"", ""Hair dryer"", ""Bathtub"", ""Clothing storage: dresser and closet"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Radiant heating"", ""Room-darkening shades"", ""Iron"", ""Portable fans"", ""Kitchen"", ""Shower gel"", ""Washer"", ""Wifi""]"
Private room,1,3,3.33,$39.00,"[""First aid kit"", ""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Backyard"", ""BBQ grill"", ""Lock on bedroom door"", ""Hot water"", ""Window guards"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Private entrance"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Cable TV"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Ethernet connection"", ""Kitchen"", ""Wifi"", ""Patio or balcony""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Indoor fireplace"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Private entrance"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,5,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""43\"" HDTV"", ""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Fire extinguisher"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Private entrance"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Private entrance"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,37,4.62,$39.00,"[""Keypad"", ""Hair dryer"", ""First aid kit"", ""Essentials"", ""Iron"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""TV"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Free street parking"", ""Air conditioning"", ""Security cameras on property"", ""Wifi"", ""Carbon monoxide alarm""]"
Private room,1,1,1,$39.00,"[""Dedicated workspace"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Host greets you"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Private entrance"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Private entrance"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,14,4.57,$39.00,"[""First aid kit"", ""Microwave"", ""Laundromat nearby"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Backyard"", ""Dedicated workspace"", ""BBQ grill"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Drying rack for clothing"", ""Free parking on premises"", ""Air conditioning"", ""Security cameras on property"", ""Extra pillows and blankets"", ""Cleaning products"", ""Hair dryer"", ""Clothing storage: dresser and closet"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Fast wifi \u2013 58 Mbps"", ""Iron"", ""Lockbox"", ""Kitchen"", ""Conditioner""]"
Private room,1,0,,$39.00,"[""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Security cameras on property"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,4,$39.00,"[""Iron"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dishes and silverware""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Security cameras on property"", ""Kitchen"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,2,5,$39.00,"[""First aid kit"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Security cameras on property"", ""Kitchen"", ""Patio or balcony"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Outdoor dining area"", ""Wifi"", ""Long term stays allowed"", ""High chair""]"
Private room,1,1,4,$39.00,"[""First aid kit"", ""Lock on bedroom door"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Security cameras on property"", ""Kitchen"", ""Air conditioning"", ""Washer"", ""Outdoor dining area"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,2,5,$39.00,"[""First aid kit"", ""Lock on bedroom door"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Security cameras on property"", ""Kitchen"", ""Air conditioning"", ""Washer"", ""Outdoor dining area"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Bed linens"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Heating"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Shared room,1,3,5,$39.00,"[""Wifi"", ""Luggage dropoff allowed"", ""Essentials"", ""Portable fans"", ""Bathtub"", ""Body soap"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Laundromat nearby"", ""Bed linens"", ""Kitchen"", ""Cooking basics"", ""Security cameras on property"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Cleaning products"", ""Window AC unit""]"
Private room,1,4,5,$39.00,"[""Body soap"", ""Laundromat nearby"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Essentials"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cleaning products"", ""Clothing storage"", ""Refrigerator"", ""Bed linens"", ""Hangers"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Portable fans"", ""Shampoo"", ""Kitchen"", ""Safe"", ""Wifi"", ""Conditioner""]"
Private room,1,0,,$39.00,"[""Essentials"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Dryer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Pool table"", ""Keypad"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$39.00,"[""Body soap"", ""Laundromat nearby"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Extra pillows and blankets"", ""Cleaning products"", ""Clothing storage"", ""Refrigerator"", ""Bed linens"", ""Hangers"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Portable fans"", ""Shampoo"", ""Safe"", ""Conditioner""]"
Private room,1,0,,$39.00,"[""Dedicated workspace"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,200,4.63,$39.00,"[""Hair dryer"", ""First aid kit"", ""Essentials"", ""Iron"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""TV"", ""Fire extinguisher"", ""Kitchen"", ""Free street parking"", ""Keypad"", ""Air conditioning"", ""Security cameras on property"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,157,4.64,$40.00,"[""Hair dryer"", ""Iron"", ""Cable TV"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Lockbox"", ""Kitchen"", ""Long term stays allowed"", ""Private entrance"", ""Hangers"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Host greets you"", ""TV with standard cable""]"
Private room,1,1,5,$40.00,"[""Hair dryer"", ""Essentials"", ""Iron"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,13,4.67,$40.00,"[""Hair dryer"", ""Essentials"", ""Iron"", ""Elevator"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Air conditioning""]"
Private room,1,24,4.86,$40.00,"[""Oven"", ""Refrigerator"", ""Microwave"", ""Hot water"", ""Heating"", ""Free street parking"", ""TV"", ""Kitchen"", ""Stove"", ""Dryer"", ""Air conditioning"", ""Coffee maker"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,74,4.74,$40.00,"[""Essentials"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Dishes and silverware""]"
Private room,1,96,4.79,$40.00,"[""Hair dryer"", ""Essentials"", ""Iron"", ""Dishes and silverware"", ""Microwave"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""TV"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Washer"", ""Coffee maker"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Air conditioning""]"
Private room,1,2,5,$40.00,"[""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,5,4,$40.00,"[""Hair dryer"", ""Essentials"", ""Elevator"", ""Heating"", ""Shampoo"", ""Hot tub"", ""Kitchen"", ""Hangers"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning""]"
Private room,1,1,5,$40.00,"[""Heating"", ""TV"", ""Kitchen"", ""Dryer"", ""Free parking on premises"", ""Washer"", ""Wifi"", ""Long term stays allowed""]"
Shared room,1,7,4.57,$40.00,"[""First aid kit"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""TV with standard cable""]"
Private room,1,62,4.56,$40.00,"[""Stove"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Private entrance"", ""Air conditioning"", ""Host greets you"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Kitchen"", ""Wifi""]"
Private room,1,0,,$40.00,"[""Essentials"", ""Shampoo"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Wifi"", ""Long term stays allowed""]"
Private room,2,4,4.5,$40.00,"[""Mosquito net"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""TV with standard cable"", ""Essentials"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Air conditioning"", ""Extra pillows and blankets"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Hair dryer"", ""Cable TV"", ""Clothing storage: closet and wardrobe"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Room-darkening shades"", ""Iron"", ""Shampoo"", ""Ethernet connection"", ""Shower gel"", ""Kitchen"", ""Dryer"", ""Safe"", ""Wifi"", ""Conditioner""]"
Private room,1,1,5,$40.00,"[""Essentials"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""TV"", ""Fire extinguisher"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,73,4.67,$40.00,"[""Luggage dropoff allowed"", ""Essentials"", ""Refrigerator"", ""Microwave"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Long term stays allowed"", ""Hangers"", ""Wifi"", ""Host greets you"", ""Carbon monoxide alarm"", ""Dishes and silverware""]"
Private room,1,8,4.5,$40.00,"[""Essentials"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,8,4.38,$40.00,"[""Microwave"", ""Laundromat nearby"", ""Coffee maker"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Dedicated workspace"", ""Oven"", ""Freezer"", ""43\"" HDTV with Roku"", ""Lock on bedroom door"", ""Hot water"", ""Keypad"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Extra pillows and blankets"", ""Cleaning products"", ""Dishes and silverware"", ""Dining table"", ""Dishwasher"", ""Bathtub"", ""Refrigerator"", ""Barbecue utensils"", ""Bed linens"", ""Cooking basics"", ""Shared patio or balcony"", ""Hangers"", ""Radiant heating"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Portable fans"", ""Clothing storage: closet and dresser"", ""Ethernet connection"", ""Kitchen"", ""Gas stove"", ""Wifi""]"
Private room,1,17,4.87,$40.00,"[""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Free parking on premises"", ""Wifi"", ""Host greets you"", ""Carbon monoxide alarm"", ""Dishes and silverware""]"
Private room,1,1,5,$40.00,"[""Essentials"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$40.00,"[""Essentials"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,5,4.6,$40.00,"[""First aid kit"", ""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Essentials"", ""Oven"", ""Freezer"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning"", ""Extra pillows and blankets"", ""Cleaning before checkout"", ""Paid parking off premises"", ""Dishes and silverware"", ""Cable TV"", ""Refrigerator"", ""Barbecue utensils"", ""Cooking basics"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Elevator"", ""Shampoo"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,13,4.54,$40.00,"[""Hair dryer"", ""Essentials"", ""Heating"", ""Shampoo"", ""Hot tub"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$40.00,"[""First aid kit"", ""Essentials"", ""Heating"", ""Shampoo"", ""Kitchen"", ""Free parking on premises"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$40.00,"[""Heating"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$40.00,"[""Essentials"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,25,4.7,$40.00,"[""Essentials"", ""Heating"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$40.00,"[""Essentials"", ""Cable TV"", ""Elevator"", ""Gym"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Free parking on premises"", ""Wifi"", ""Long term stays allowed"", ""TV with standard cable""]"
Private room,1,2,3,$40.00,"[""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Heating""]"
Private room,1,0,,$40.00,["Long term stays allowed"]
Private room,1,84,4.86,$40.00,"[""Rice maker"", ""Microwave"", ""Laundromat nearby"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water kettle"", ""Toaster"", ""Freezer"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Wine glasses"", ""Free street parking"", ""Security cameras on property"", ""Extra pillows and blankets"", ""Host greets you"", ""Cleaning products"", ""Clothing storage"", ""Dishes and silverware"", ""Dining table"", ""Hair dryer"", ""Ceiling fan"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Portable fans"", ""Kitchen"", ""Wifi""]"
Private room,1,4,4.67,$40.00,"[""Heating"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$40.00,"[""Essentials"", ""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,3,$40.00,"[""First aid kit"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,5,5,$40.00,"[""First aid kit"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$40.00,"[""First aid kit"", ""Microwave"", ""Stove"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Essentials"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning"", ""Dishes and silverware"", ""Hair dryer"", ""Cable TV"", ""Refrigerator"", ""Cooking basics"", ""Iron"", ""Shampoo"", ""Kitchen"", ""Wifi""]"
Private room,1,0,,$40.00,"[""Essentials"", ""Heating"", ""Kitchen"", ""Wifi"", ""Long term stays allowed""]"
